@RELATION touch

@ATTRIBUTE pressure		REAL
@ATTRIBUTE size		 	REAL
@ATTRIBUTE touchmajor	REAL
@ATTRIBUTE touchminor	REAL
@ATTRIBUTE duration		REAL
@ATTRIBUTE flytime		REAL
@ATTRIBUTE shake		REAL
@ATTRIBUTE orientation	INTEGER
@ATTRIBUTE type 		INTEGER
@ATTRIBUTE class 	{Navid,Others}

@DATA
1.0,0.01633987,4.6666665,3.6666667,86,0,0.80477285,1,2,Others
1.0,0.014215687,4.0,3.25,53,832,0.79806644,1,2,Others
1.0,0.022058824,5.0,6.25,66,961,4.7883987,1,2,Others
1.0,0.015294118,4.4,3.4,68,255,3.9903321,1,2,Others
1.0,0.013071897,3.6666667,3.0,76,1644,3.1922657,1,2,Others
1.0,0.013725491,4.0,3.0,57,466,2.3941994,1,2,Others
1.0,0.02392157,5.2,7.0,77,1223,4.7409887,1,2,Others
1.0,0.014215687,4.25,3.0,87,0,9.5767975,1,2,Others
1.0,0.015032682,4.6666665,3.0,78,305,1.5961329,1,2,Others
1.0,0.017156864,5.0,3.75,67,900,0.79806644,1,2,Others
1.0,0.015686275,5.0,3.0,48,113,7.9806643,1,2,Others
1.0,0.01503268,4.5,3.1666667,98,2067,3.1922657,1,2,Others
1.0,0.015032682,4.3333335,3.3333333,49,183,2.4143188,1,2,Others
1.0,0.013725491,4.0,3.0,88,970,3.1922657,1,2,Others
1.0,0.016862746,4.6,4.0,68,225,1.5961329,1,2,Others
1.0,0.013725492,4.0,3.0,65,0,6.3845315,1,2,Others
1.0,0.014509805,4.4,3.0,78,215,0.79806644,1,2,Others
1.0,0.013071897,3.6666667,3.0,56,880,3.9903321,1,2,Others
1.0,0.014705883,4.0,3.5,57,104,0.8185297,1,2,Others
1.0,0.015686275,4.75,3.25,86,770,6.3845315,1,2,Others
1.0,0.013725491,4.0,3.0,24,519,3.1922657,1,2,Others
1.0,0.013071897,4.0,2.6666667,66,1152,0.79806644,1,2,Others
1.0,0.014705883,4.5,3.0,48,153,5.5864654,1,2,Others
0.64250004,0.134375,240.97598,240.97598,100,0,12.773475,1,1,Others
0.62250006,0.134375,240.97598,240.97598,83,196,96.99834,1,1,Others
0.58750004,0.13476562,233.44885,233.44885,108,408,61.891148,1,1,Others
0.6104167,0.13541667,230.9398,230.9398,83,222,31.538433,1,1,Others
0.50714284,0.125,223.77112,223.77112,117,1242,0.6038201,1,1,Others
0.61875004,0.13476562,240.97597,240.97597,110,153,56.682148,1,1,Others
0.6354167,0.140625,240.97597,240.97597,83,588,4.191319,1,1,Others
0.615,0.13125,240.97598,240.97598,76,221,41.05748,1,1,Others
0.57857144,0.118303575,206.56628,206.56628,108,331,13.771375,1,1,Others
0.6,0.128125,216.88919,216.88919,99,70,106.46772,1,1,Others
0.5925,0.125,240.97598,240.97598,90,0,50.095795,1,1,Others
0.5604167,0.119791664,220.90364,220.90364,84,292,49.89632,1,1,Others
0.6015625,0.13671875,240.97597,240.97597,99,491,73.05819,1,1,Others
0.6125,0.13020833,230.9398,230.9398,74,735,32.88079,1,1,Others
0.6437501,0.13476562,233.44884,233.44884,98,366,116.5576,1,1,Others
0.58750004,0.11328125,188.28615,188.28615,101,136,96.59906,1,1,Others
0.6125,0.119791664,220.90364,220.90364,91,306,8.582075,1,1,Others
0.64166665,0.13020833,230.9398,230.9398,75,350,37.837307,1,1,Others
0.63750005,0.1328125,240.97597,240.97597,109,0,42.85825,1,2,Others
0.6296875,0.13476562,233.44885,233.44885,135,152,28.341015,1,2,Others
0.58035713,0.13392857,232.37354,232.37354,91,289,5.189141,1,2,Others
0.6234375,0.1328125,240.97597,240.97597,110,536,58.87759,1,2,Others
0.6671875,0.13671875,240.97597,240.97597,116,111,69.03288,1,2,Others
0.6046875,0.13476562,240.97597,240.97597,110,1191,5.1463733,1,2,Others
0.59583336,0.1328125,240.97597,240.97597,99,93,104.38287,1,2,Others
0.528125,0.125,240.97598,240.97598,48,155,107.77589,1,2,Others
0.61875004,0.13541667,240.97597,240.97597,90,0,165.84,1,1,Others
0.59791666,0.140625,240.97597,240.97597,92,316,7.9834065,1,1,Others
0.6229167,0.140625,240.97597,240.97597,74,85,10.413128,1,1,Others
0.5892858,0.12946428,232.37355,232.37355,109,732,10.231258,1,1,Others
0.56607145,0.12053572,223.77112,223.77112,98,391,66.80848,1,1,Others
0.69107145,0.13392857,232.37354,232.37354,99,138,97.79664,1,1,Others
0.609375,0.12695312,233.44885,233.44885,101,26,36.524097,1,1,Others
0.6125,0.13020833,220.90364,220.90364,82,425,4.75048,1,1,Others
0.57916665,0.1171875,200.83134,200.83134,84,299,27.774202,1,1,Others
0.59791666,0.114583336,200.83134,200.83134,83,195,2.9937425,1,1,Others
0.6571428,0.13616072,240.97597,240.97597,98,0,34.32858,1,2,Others
0.6303572,0.13616072,232.37354,232.37354,82,964,18.784485,1,2,Others
0.62500006,0.13541667,240.97597,240.97597,75,78,6.2919874,1,2,Others
0.64166665,0.13541667,234.28519,234.28519,117,688,3.6227202,1,2,Others
0.59821427,0.140625,240.97597,240.97597,102,51,41.114487,1,2,Others
0.54,0.1375,240.97598,240.97598,67,972,56.282997,1,2,Others
0.56718755,0.12695312,240.97597,240.97597,118,551,42.058937,1,2,Others
0.63124996,0.13802083,240.97597,240.97597,84,58,11.189844,1,2,Others
0.6321429,0.13392857,240.97597,240.97597,105,0,86.66726,1,1,Others
0.59375,0.140625,240.97597,240.97597,111,94,116.431175,1,1,Others
0.54375,0.12760417,230.9398,230.9398,93,922,38.320263,1,1,Others
0.5890626,0.12109375,225.92172,225.92172,125,681,32.48687,1,1,Others
0.56458336,0.13541667,240.97597,240.97597,100,1003,89.414,1,1,Others
0.5479167,0.13541667,240.97597,240.97597,86,299,12.573799,1,1,Others
0.6125,0.13802083,240.97597,240.97597,92,85,115.12187,1,1,Others
0.5708334,0.13541667,230.93982,230.93982,99,207,137.71364,1,1,Others
0.6125,0.125,232.37354,232.37354,102,0,75.24355,1,2,Others
0.60714287,0.12276786,232.37354,232.37354,101,76,40.915012,1,2,Others
0.59464294,0.13616072,240.97597,240.97597,100,542,8.382599,1,2,Others
0.625,0.13839285,240.97597,240.97597,100,221,38.719536,1,2,Others
0.6035714,0.12946428,240.97597,240.97597,100,808,55.883766,1,2,Others
0.65178573,0.13839285,240.97597,240.97597,83,86,189.80527,1,2,Others
0.65500003,0.13125,240.97598,240.97598,92,178,20.158133,1,2,Others
0.6791666,0.13541667,240.97597,240.97597,83,60,24.548927,1,2,Others
0.56875,0.13671875,240.97598,240.97598,57,0,28.304699,1,1,Others
0.5671875,0.13671875,240.97597,240.97597,118,501,44.881477,1,1,Others
0.56666666,0.119791664,220.90364,220.90364,92,1291,79.43483,1,1,Others
0.5520833,0.114583336,200.83134,200.83134,92,263,88.14456,1,1,Others
0.575,0.12053572,223.77113,223.77113,109,697,30.536533,1,1,Others
0.625,0.13020833,230.9398,230.9398,92,128,15.899794,1,1,Others
0.62291664,0.13802083,240.97597,240.97597,76,253,30.13738,1,1,Others
0.59375,0.13802083,240.97597,240.97597,86,152,52.730618,1,1,Others
0.6125,0.140625,240.97597,240.97597,82,78,185.21477,1,1,Others
0.6354167,0.13802083,240.97597,240.97597,108,0,122.36739,1,1,Others
0.59791666,0.122395836,220.90364,220.90364,85,237,6.9942727,1,1,Others
0.57857144,0.12053572,206.56628,206.56628,128,888,40.914932,1,1,Others
0.58928573,0.12946428,232.37354,232.37354,136,143,47.095406,1,1,Others
0.59791666,0.13020833,230.9398,230.9398,74,1010,14.289607,1,1,Others
0.5928572,0.13392857,240.97597,240.97597,74,255,11.47198,1,1,Others
0.58000004,0.140625,240.97598,240.97598,83,256,11.874407,1,1,Others
0.5964286,0.140625,240.97597,240.97597,118,194,23.346348,1,1,Others
0.6020833,0.122395836,220.90364,220.90364,91,745,44.906578,1,1,Others
0.5500001,0.125,216.88919,216.88919,83,220,27.343153,1,1,Others
0.6203125,0.1328125,233.44884,233.44884,108,264,20.528723,1,1,Others
0.57708335,0.122395836,220.90364,220.90364,83,0,108.480415,1,1,Others
0.5578126,0.12695312,233.44885,233.44885,118,455,24.755222,1,1,Others
0.5541667,0.1328125,230.9398,230.9398,109,844,18.113602,1,1,Others
0.61,0.140625,240.97598,240.97598,93,418,64.40391,1,1,Others
0.6267857,0.13169643,232.37354,232.37354,83,1290,93.38567,1,1,Others
0.5604167,0.125,240.97597,240.97597,67,299,71.85058,1,1,Others
0.56406254,0.13085938,233.44884,233.44884,108,138,12.667948,1,1,Others
0.5625,0.13541667,240.97597,240.97597,75,86,1.5966495,1,1,Others
0.585,0.121875,216.88919,216.88919,84,377,73.036156,1,1,Others
0.58000004,0.125,228.93259,228.93259,74,0,35.09526,1,2,Others
0.5642857,0.116071425,206.56628,206.56628,83,712,44.906616,1,2,Others
0.64218754,0.12695312,225.92172,225.92172,107,897,10.504471,1,2,Others
0.6053571,0.12946428,232.37354,232.37354,100,111,3.9916437,1,2,Others
0.5910714,0.12276786,232.37354,232.37354,119,187,47.30165,1,2,Others
0.52000004,0.11875,216.88919,216.88919,92,1007,34.41582,1,2,Others
0.56874996,0.13541667,230.9398,230.9398,74,195,269.63925,1,2,Others
0.66875005,0.13671875,240.97598,240.97598,75,104,304.2269,1,2,Others
0.6535715,0.13839285,240.97597,240.97597,101,0,75.473305,1,1,Others
0.6125,0.13125,240.97598,240.97598,77,109,35.526115,1,1,Others
0.5791667,0.13020833,230.93982,230.93982,93,49,11.575897,1,1,Others
0.51607144,0.109375,180.75902,180.75902,118,177,62.943493,1,1,Others
0.63958335,0.1328125,230.9398,230.9398,101,127,54.686268,1,1,Others
0.58214283,0.11383928,189.36145,189.36145,100,640,17.509861,1,1,Others
0.6160714,0.13616072,232.37354,232.37354,108,391,98.215996,1,1,Others
0.5625,0.13125,240.97598,240.97598,91,214,79.6998,1,1,Others
0.59000003,0.13125,228.93257,228.93257,97,0,134.44312,1,1,Others
0.5833333,0.1328125,230.9398,230.9398,93,203,26.54477,1,1,Others
0.5303572,0.11383928,189.36145,189.36145,136,93,6.5318413,1,1,Others
0.590625,0.13671875,233.44884,233.44884,143,281,0.99790096,1,1,Others
0.6232143,0.13839285,240.97597,240.97597,108,334,25.560274,1,1,Others
0.6666667,0.13541667,240.97597,240.97597,83,395,215.75311,1,1,Others
0.57321435,0.116071425,197.96387,197.96387,111,60,225.33144,1,1,Others
0.5325,0.128125,228.93257,228.93257,85,161,55.48461,1,1,Others
0.505,0.125,240.97598,240.97598,76,127,31.73399,1,1,Others
0.5075,0.13125,228.93259,228.93259,58,1100,8.855507,1,1,Others
0.6041667,0.13020833,240.97597,240.97597,102,0,37.122887,1,2,Others
0.5089286,0.12946428,232.37355,232.37355,101,135,18.673105,1,2,Others
0.59062505,0.13671875,233.44884,233.44884,108,948,53.828686,1,2,Others
0.62708336,0.140625,240.97597,240.97597,91,103,9.211638,1,2,Others
0.659375,0.140625,240.97597,240.97597,96,937,20.905672,1,2,Others
0.71250004,0.140625,240.97597,240.97597,90,122,105.1813,1,2,Others
0.6339286,0.140625,240.97597,240.97597,117,274,11.874487,1,2,Others
0.62857145,0.13392857,232.37354,232.37354,99,68,12.787034,1,2,Others
0.525,0.121875,228.93259,228.93259,100,0,28.455708,1,2,Others
0.6145834,0.13541667,230.9398,230.9398,101,110,105.28593,1,2,Others
0.63,0.140625,240.97598,240.97598,82,638,3.9916437,1,2,Others
0.5791667,0.140625,240.97597,240.97597,84,111,16.166409,1,2,Others
0.33749998,0.112847224,187.4498,187.4498,111,1985,36.780746,1,2,Others
0.5666667,0.13020833,220.90364,220.90364,79,2474,33.08373,1,2,Others
0.66562504,0.140625,240.97597,240.97597,99,374,60.78111,1,2,Others
0.62750006,0.1375,240.97598,240.97598,112,366,39.517757,1,2,Others
0.65178573,0.140625,240.97597,240.97597,92,84,6.4561267,1,2,Others
0.65208334,0.13541667,230.9398,230.9398,91,162,15.019602,1,2,Others
0.60833335,0.13802083,240.97597,240.97597,92,0,43.149902,1,1,Others
0.60625005,0.140625,240.97597,240.97597,75,146,10.670908,1,1,Others
0.6145833,0.1328125,230.9398,230.9398,100,864,14.4649725,1,1,Others
0.64285713,0.12946428,232.37354,232.37354,92,69,51.12059,1,1,Others
0.6104167,0.13802083,240.97597,240.97597,91,229,56.152184,1,1,Others
0.5625,0.12276786,223.77112,223.77112,98,913,64.605064,1,1,Others
0.55,0.13020833,230.93982,230.93982,99,375,22.138908,1,1,Others
0.58541673,0.13020833,230.9398,230.9398,84,298,19.75894,1,1,Others
0.60156256,0.13476562,240.97597,240.97597,116,972,2.6163535,1,1,Others
0.58750004,0.13802083,240.97597,240.97597,91,351,38.399536,1,1,Others
0.5375,0.128125,216.8892,216.8892,75,0,74.42376,1,1,Others
0.59375,0.13671875,233.44884,233.44884,98,221,27.371655,1,1,Others
0.6375,0.13715278,240.97597,240.97597,119,213,12.573878,1,1,Others
0.59375,0.13085938,240.97597,240.97597,117,1260,87.68546,1,1,Others
0.6160714,0.13839285,240.97597,240.97597,109,1333,33.208183,1,1,Others
0.62500006,0.12946428,232.37354,232.37354,91,382,51.09374,1,1,Others
0.61111116,0.13194445,234.28519,234.28519,118,542,2.841505,1,1,Others
0.52500004,0.122395836,230.9398,230.9398,92,728,3.3928952,1,1,Others
0.50208336,0.125,240.97597,240.97597,66,69,77.83818,1,1,Others
0.57250005,0.1375,240.97598,240.97598,58,271,69.05635,1,1,Others
0.61666673,0.125,240.97597,240.97597,109,0,43.545795,1,2,Others
0.59791666,0.13020833,240.97597,240.97597,101,102,46.85912,1,2,Others
0.6171875,0.13476562,233.44885,233.44885,115,713,9.459407,1,2,Others
0.5910714,0.116071425,206.56628,206.56628,101,128,100.19159,1,2,Others
0.6354167,0.12760417,230.9398,230.9398,92,927,92.229256,1,2,Others
0.62916666,0.1328125,240.97597,240.97597,92,94,20.98119,1,2,Others
0.6642857,0.13839285,240.97597,240.97597,91,290,132.83301,1,2,Others
0.615625,0.13671875,240.97598,240.97598,65,103,115.00055,1,2,Others
0.6333333,0.13802083,240.97597,240.97597,111,0,44.277657,1,1,Others
0.57500005,0.125,230.9398,230.9398,66,322,24.75534,1,1,Others
0.64821434,0.13839285,240.97597,240.97597,91,145,101.38917,1,1,Others
0.6178571,0.13169643,240.97597,240.97597,109,186,49.544132,1,1,Others
0.52000004,0.11875,216.8892,216.8892,100,657,59.077145,1,1,Others
0.54062504,0.123046875,233.44884,233.44884,110,127,14.692195,1,1,Others
0.521875,0.125,218.3946,218.3946,118,135,96.001945,1,1,Others
0.53125,0.119791664,220.90364,220.90364,92,289,4.790028,1,1,Others
0.58750004,0.1171875,210.8675,210.8675,66,85,59.578636,1,1,Others
0.5925,0.13125,240.97598,240.97598,82,0,57.28082,1,2,Others
0.646875,0.140625,240.97597,240.97597,118,144,21.03453,1,2,Others
0.6339286,0.13616072,232.37355,232.37355,91,625,146.54669,1,2,Others
0.515,0.121875,228.93257,228.93257,92,331,7.8492203,1,2,Others
0.5675,0.13125,240.97598,240.97598,68,589,29.58554,1,2,Others
0.5425,0.1375,240.97598,240.97598,66,92,9.291008,1,2,Others
0.66875005,0.140625,240.97597,240.97597,100,187,71.44816,1,2,Others
0.7,0.140625,240.97597,240.97597,67,93,39.781635,1,2,Others
0.60625005,0.13541667,230.9398,230.9398,90,0,41.497814,1,1,Others
0.5625,0.12946428,232.37354,232.37354,93,119,41.713276,1,1,Others
0.6,0.1125,192.80241,192.80241,92,305,25.347195,1,1,Others
0.63392866,0.13616072,232.37354,232.37354,100,382,6.0378404,1,1,Others
0.6392857,0.13616072,232.37354,232.37354,100,928,27.572887,1,1,Others
0.5395834,0.114583336,190.79518,190.79518,109,35,0.23719107,1,1,Others
0.56875,0.13541667,230.9398,230.9398,67,34,59.57359,1,1,Others
0.54791665,0.1328125,240.97597,240.97597,74,221,115.482735,1,1,Others
0.56458336,0.140625,240.97597,240.97597,67,128,37.75217,1,1,Others
0.64,0.1375,240.97598,240.97598,96,0,36.331234,1,1,Others
0.515,0.115625,192.80241,192.80241,76,368,86.94529,1,1,Others
0.5484375,0.12890625,233.44884,233.44884,120,358,29.139439,1,1,Others
0.63437504,0.13476562,240.97597,240.97597,118,101,13.571739,1,1,Others
0.5708333,0.1328125,240.97597,240.97597,100,144,80.907326,1,1,Others
0.62708336,0.140625,240.97597,240.97597,99,128,155.67624,1,1,Others
0.6,0.116071425,197.96387,197.96387,100,179,33.034744,1,1,Others
0.59499997,0.121875,228.93257,228.93257,103,0,1.1626494,1,1,Others
0.63125,0.13671875,240.97597,240.97597,117,366,88.957855,1,1,Others
0.6464286,0.140625,240.97597,240.97597,89,155,3.794066,1,1,Others
0.60625,0.13541667,230.93982,230.93982,75,206,35.220837,1,1,Others
0.5854167,0.13541667,230.9398,230.9398,91,187,12.73545,1,1,Others
0.6275,0.140625,240.97598,240.97598,76,212,4.2265,1,1,Others
0.5675,0.13125,240.97598,240.97598,59,127,52.168816,1,1,Others
0.646875,0.13671875,240.97598,240.97598,67,228,51.925602,1,1,Others
0.59821427,0.13616072,232.37355,232.37355,84,230,162.26256,1,1,Others
0.56041664,0.1328125,230.9398,230.9398,84,228,56.28296,1,1,Others
0.59791666,0.13541667,240.97597,240.97597,93,211,96.0004,1,1,Others
0.34375,0.109375,180.75902,180.75902,31,0,41.05752,1,1,Others
0.5410715,0.13169643,223.77112,223.77112,117,602,73.04807,1,1,Others
0.48392862,0.12053572,223.77112,223.77112,110,169,45.505325,1,1,Others
0.55,0.13169643,240.97597,240.97597,93,143,4.668236,1,1,Others
0.64642864,0.13839285,240.97597,240.97597,91,138,14.56968,1,1,Others
0.62250006,0.13125,240.97598,240.97598,92,613,11.376262,1,1,Others
0.6267857,0.12946428,240.97597,240.97597,92,178,48.49923,1,1,Others
0.6675,0.1375,240.97598,240.97598,117,0,110.37043,1,2,Others
0.59843755,0.13085938,240.97597,240.97597,118,137,50.034615,1,2,Others
0.61500007,0.13125,240.97598,240.97598,74,1107,28.939724,1,2,Others
0.6410714,0.13616072,232.37355,232.37355,98,443,58.969772,1,2,Others
0.6359375,0.13671875,233.44884,233.44884,100,1370,13.1491585,1,2,Others
0.59166664,0.13541667,230.93982,230.93982,101,415,33.131084,1,2,Others
0.47708333,0.125,220.90364,220.90364,101,611,87.6178,1,2,Others
0.47708333,0.12760417,220.90364,220.90364,117,246,134.24184,1,2,Others
0.646875,0.140625,240.97598,240.97598,73,0,49.696644,1,1,Others
0.59166664,0.13020833,230.9398,230.9398,92,391,3.8239136,1,1,Others
0.53541666,0.125,230.9398,230.9398,109,1465,7.3847375,1,1,Others
0.61875004,0.13541667,240.97597,240.97597,108,164,57.879646,1,1,Others
0.609375,0.13867188,240.97597,240.97597,135,1263,30.793055,1,1,Others
0.5640625,0.12890625,233.44884,233.44884,109,220,15.497128,1,1,Others
0.5642857,0.116071425,206.56628,206.56628,101,177,31.13524,1,1,Others
0.65833336,0.140625,240.97597,240.97597,94,0,193.63124,1,1,Others
0.61875004,0.13541667,240.97597,240.97597,108,247,25.761549,1,1,Others
0.56250006,0.1328125,240.97597,240.97597,101,237,24.143341,1,1,Others
0.5359375,0.115234375,203.34038,203.34038,99,136,60.94262,1,1,Others
0.5017857,0.12053572,223.77112,223.77112,100,298,15.168428,1,1,Others
0.55625004,0.13085938,233.44885,233.44885,127,178,66.06261,1,1,Others
0.5484375,0.109375,180.75902,180.75902,109,440,75.407646,1,1,Others
0.646875,0.1328125,233.44884,233.44884,117,110,17.220402,1,1,Others
0.60535717,0.13392857,240.97597,240.97597,111,154,26.944042,1,1,Others
0.5767857,0.12276786,215.1687,215.1687,101,273,74.04601,1,1,Others
0.59166664,0.1328125,230.93982,230.93982,119,0,29.690325,1,1,Others
0.6160714,0.13392857,232.37354,232.37354,92,119,177.91574,1,1,Others
0.57857144,0.12723215,240.97597,240.97597,100,361,21.132462,1,1,Others
0.6214286,0.13616072,240.97597,240.97597,98,871,11.874407,1,1,Others
0.61964285,0.12053572,215.1687,215.1687,84,129,8.511268,1,1,Others
0.6160714,0.12946428,223.77112,223.77112,97,1020,103.65013,1,1,Others
0.5982143,0.13169643,240.97597,240.97597,100,298,77.438995,1,1,Others
0.59166664,0.125,240.97597,240.97597,127,179,13.172586,1,1,Others
0.67291665,0.13802083,240.97597,240.97597,101,134,52.890022,1,1,Others
0.6041667,0.125,230.9398,230.9398,107,4,109.37249,1,1,Others
0.6553572,0.13616072,232.37354,232.37354,106,0,75.15406,1,1,Others
0.63035715,0.13616072,232.37355,232.37355,109,194,60.274643,1,1,Others
0.6041667,0.13541667,230.9398,230.9398,84,906,61.385048,1,1,Others
0.675,0.13541667,230.9398,230.9398,85,83,114.05992,1,1,Others
0.59375,0.13085938,233.44885,233.44885,100,466,23.750624,1,1,Others
0.5645833,0.13020833,220.90364,220.90364,83,162,142.1045,1,1,Others
0.56874996,0.1328125,230.9398,230.9398,83,161,14.370124,1,1,Others
0.675,0.13671875,240.97598,240.97598,68,144,5.031634,1,1,Others
0.5708334,0.125,240.976,240.976,91,0,20.387468,1,1,Others
0.6303572,0.13839285,240.97597,240.97597,110,144,107.9754,1,1,Others
0.596875,0.1328125,240.97597,240.97597,100,110,47.900375,1,1,Others
0.6458334,0.13802083,240.97597,240.97597,99,95,124.21238,1,1,Others
0.5725,0.115625,192.80241,192.80241,83,886,92.407906,1,1,Others
0.5890625,0.12695312,225.92172,225.92172,101,245,81.82978,1,1,Others
0.5729167,0.13020833,220.90364,220.90364,118,110,71.045494,1,1,Others
0.45000005,0.109375,180.75902,180.75902,109,154,80.30359,1,1,Others
0.50416666,0.125,220.90364,220.90364,100,475,6.985466,1,1,Others
0.6025,0.1375,240.97598,240.97598,65,324,2.9672353,1,1,Others
1.0,0.011204482,1.4648438,1.3253348,99,0,14.157983,1,1,Others
1.0,0.012254902,1.7089844,1.3427734,103,207,15.628867,1,1,Others
1.0,0.011484594,1.4648438,1.3950893,113,469,6.6761327,1,1,Others
1.0,0.008169935,1.1393229,0.8951823,88,678,58.09788,1,1,Others
1.0,0.011982571,1.6276041,1.3563368,114,283,0.67755866,1,1,Others
1.0,0.010784314,1.5869141,1.0986328,102,242,62.565487,1,1,Others
1.0,0.010644258,1.3950893,1.2555803,99,3345,4.7431803,1,1,Others
1.0,0.01127451,1.4648438,1.3427734,100,916,9.065415,1,1,Others
1.0,0.010084034,1.3253348,1.185826,114,436,71.25052,1,1,Others
1.0,0.017254902,2.4414063,1.8554688,77,0,3.5683007,1,2,Others
1.0,0.014845938,2.092634,1.6043527,110,659,40.584618,1,2,Others
1.0,0.012044818,1.6043527,1.3950893,91,104,51.760357,1,2,Others
1.0,0.014565826,1.8833705,1.7438616,87,1493,54.69098,1,2,Others
1.0,0.015196078,1.8920898,1.8920898,99,1400,44.94999,1,2,Others
1.0,0.012990196,1.6479492,1.5869141,100,831,92.886154,1,2,Others
1.0,0.012605042,1.6043527,1.5345982,87,730,10.040191,1,2,Others
1.0,0.013398693,1.7089844,1.6276041,79,545,8.131243,1,2,Others
1.0,0.01633987,2.0345051,2.0345051,88,0,32.62679,1,2,Others
1.0,0.0154411765,2.319336,1.5258789,113,196,167.36392,1,2,Others
1.0,0.014285714,2.092634,1.4648438,90,540,32.221046,1,2,Others
1.0,0.0154061625,2.232143,1.6043527,91,138,96.663086,1,2,Others
1.0,0.014705882,1.8920898,1.7700195,88,1452,4.7652235,1,2,Others
1.0,0.01372549,1.7903646,1.6276041,65,723,1.8068979,1,2,Others
1.0,0.014379085,1.7903646,1.7903646,79,115,15.407094,1,2,Others
1.0,0.013725491,1.7089844,1.7089844,57,435,2.6222866,1,2,Others
1.0,0.01372549,1.7903646,1.6276041,77,0,24.398031,1,2,Others
1.0,0.008627452,1.0742188,1.0742188,57,219,7.792419,1,2,Others
1.0,0.013165266,1.813616,1.4648438,88,981,1.1187848,1,2,Others
1.0,0.01092437,1.4648438,1.2555803,91,174,58.144886,1,2,Others
1.0,0.01459695,1.953125,1.6818576,122,1385,11.273634,1,2,Others
1.0,0.016013073,2.2786458,1.7089844,77,1231,51.72795,1,2,Others
1.0,0.0154061625,2.1623883,1.6741072,91,467,35.583515,1,2,Others
1.0,0.013398693,1.7089844,1.6276041,69,93,149.80544,1,2,Others
1.0,0.014460784,1.8310547,1.7700195,109,0,19.193169,1,2,Others
1.0,0.012254902,1.5869141,1.4648438,115,1287,37.49411,1,2,Others
1.0,0.01509804,2.1972656,1.5625,137,596,9.5538,1,2,Others
1.0,0.014460784,1.8310547,1.7700195,114,873,67.79735,1,2,Others
1.0,0.010980393,1.3671875,1.3671875,66,502,7.638659,1,2,Others
1.0,0.013071896,1.7089844,1.546224,102,1546,14.083525,1,2,Others
1.0,0.017366948,2.5111606,1.813616,87,729,5.8111634,1,2,Others
1.0,0.019362746,2.5634766,2.2583008,92,300,51.04614,1,2,Others
1.0,0.017429195,2.4956598,1.8446181,135,0,23.128407,1,1,Others
1.0,0.016526612,2.371652,1.7438616,101,594,25.994165,1,1,Others
1.0,0.013970588,1.8920898,1.5869141,100,1222,1.7662518,1,1,Others
1.0,0.011204482,1.3950893,1.3950893,111,1502,10.679983,1,1,Others
1.0,0.011029412,1.4038086,1.3427734,113,1076,52.555595,1,1,Others
1.0,0.015196078,2.319336,1.4648438,112,594,24.174486,1,1,Others
1.0,0.015686275,2.1158855,1.7903646,115,1329,111.84347,1,1,Others
1.0,0.015196078,2.0751953,1.7089844,110,1222,16.475006,1,1,Others
1.0,0.015250545,2.2786458,1.5190972,124,1390,38.586174,1,1,Others
1.0,0.011328977,1.6276041,1.1935763,136,311,19.085812,1,1,Others
1.0,0.013235294,1.8920898,1.4038086,113,647,16.155058,1,1,Others
1.0,0.011546841,1.6276041,1.2478299,137,0,6.6247497,1,1,Others
1.0,0.013725491,1.7089844,1.7089844,123,927,24.628914,1,1,Others
1.0,0.013398693,1.8717448,1.4648438,80,363,17.21541,1,1,Others
1.0,0.014117648,2.1484375,1.3671875,102,161,28.50242,1,1,Others
1.0,0.014705882,2.0345051,1.6276041,88,1503,6.676087,1,1,Others
1.0,0.014215686,1.7700195,1.7700195,136,290,15.049253,1,1,Others
1.0,0.017927172,2.5809152,1.8833705,98,700,16.59346,1,1,Others
1.0,0.0139433555,1.7903646,1.6818576,114,331,16.940044,1,1,Others
1.0,0.008169935,1.1393229,0.8951823,90,278,7.4264297,1,1,Others
1.0,0.013480392,1.953125,1.4038086,102,415,103.67751,1,1,Others
1.0,0.016993465,2.6041667,1.6276041,112,0,58.669807,1,2,Others
1.0,0.012418301,1.7903646,1.3020834,101,300,18.416918,1,2,Others
1.0,0.012990196,1.7700195,1.4648438,110,1737,96.24212,1,2,Others
1.0,0.0139433555,1.7903646,1.6818576,109,867,96.69776,1,2,Others
1.0,0.013970588,1.8310547,1.6479492,102,93,34.458614,1,2,Others
1.0,0.014285714,2.092634,1.4648438,88,1116,30.554499,1,2,Others
1.0,0.00952381,1.185826,1.185826,91,321,41.44673,1,2,Others
1.0,0.017086836,2.1623883,2.092634,80,395,69.98434,1,2,Others
1.0,0.021288516,2.8599331,2.4414063,100,0,2.6221504,1,2,Others
1.0,0.015966387,2.092634,1.8833705,103,138,43.140762,1,2,Others
1.0,0.014460784,1.953125,1.6479492,102,550,56.751484,1,2,Others
1.0,0.012990196,1.7700195,1.4648438,109,1229,23.143927,1,2,Others
1.0,0.013445378,1.7438616,1.6043527,88,522,30.26634,1,2,Others
1.0,0.016911766,2.1972656,2.0141602,102,562,39.77145,1,2,Others
1.0,0.01512605,2.232143,1.5345982,88,1409,32.978947,1,2,Others
1.0,0.013445378,1.953125,1.3950893,92,104,103.13487,1,2,Others
1.0,0.01372549,1.7438616,1.6741072,100,0,14.815661,1,1,Others
