@RELATION touch

@ATTRIBUTE pressure		REAL
@ATTRIBUTE size		 	REAL
@ATTRIBUTE touchmajor	REAL
@ATTRIBUTE touchminor	REAL
@ATTRIBUTE duration		REAL
@ATTRIBUTE flytime		REAL
@ATTRIBUTE shake		REAL
@ATTRIBUTE orientation	INTEGER
@ATTRIBUTE type 		INTEGER
@ATTRIBUTE class 	{Navid,Others}

@DATA
0.09411766,0.011764707,1.9985543,1.9985543,81,0,1.8416002,1,1,Others
0.09117648,0.014705883,2.4981928,2.4981928,90,384,63.84536,1,1,Others
0.09215687,0.015686275,2.6647391,2.6647391,50,634,79.64861,1,1,Others
0.08235294,0.014379087,2.4426775,2.4426775,66,438,92.01251,1,1,Others
0.09019608,0.041830067,7.105971,7.105971,74,175,5.6334567,1,1,Others
0.088888906,0.041830067,7.105971,7.105971,81,798,16.900324,1,1,Others
0.087254904,0.011764707,1.9985543,1.9985543,93,421,146.02255,1,1,Others
0.09509804,0.040196083,6.828394,6.828394,65,765,72.8154,1,1,Others
0.09960785,0.051764708,8.793639,8.793639,76,559,35.91295,1,1,Others
0.08627452,0.015686275,2.6647391,2.6647391,75,0,105.80095,1,1,Others
0.09019609,0.013725491,2.3316467,2.3316467,66,538,8.185215,1,1,Others
0.081045754,0.014379087,2.4426775,2.4426775,78,726,3.683292,1,1,Others
0.09150327,0.0627451,10.6589575,10.6589575,84,435,25.538126,1,1,Others
0.08366013,0.06013072,10.214833,10.214833,101,1027,104.13623,1,1,Others
0.10686275,0.03627451,6.1622095,6.1622095,61,481,201.88954,1,1,Others
0.08529412,0.014705883,2.4981928,2.4981928,72,827,50.70088,1,1,Others
0.078431375,0.013725491,2.3316467,2.3316467,52,147,9.482072,1,1,Others
0.081045754,0.013071897,2.220616,2.220616,71,392,12.891934,1,1,Others
0.098039225,0.037254907,6.3287554,6.3287554,53,662,18.964003,1,1,Others
0.098039225,0.011764707,1.9985543,1.9985543,72,0,47.409843,1,2,Others
0.09568628,0.029803926,5.0630045,5.0630045,93,787,51.56737,1,2,Others
0.08627451,0.05686275,9.659679,9.659679,67,836,9.482072,1,2,Others
0.100653596,0.013071897,2.220616,2.220616,84,468,14.455588,1,2,Others
0.111764714,0.013725491,2.3316467,2.3316467,56,2631,13.144577,1,2,Others
0.09542485,0.045751635,7.772156,7.772156,58,416,103.279274,1,2,Others
0.08888889,0.048366014,8.216279,8.216279,78,1038,15.12126,1,2,Others
0.07254902,0.015686275,2.6647391,2.6647391,75,290,72.59834,1,2,Others
0.09607844,0.0627451,10.658957,10.658957,67,0,112.668304,1,1,Others
0.10392158,0.0627451,10.658957,10.658957,58,1008,37.92791,1,1,Others
0.10490197,0.016666668,2.8312855,2.8312855,68,1551,83.4415,1,1,Others
0.09019609,0.015686275,2.6647391,2.6647391,84,552,32.23882,1,1,Others
0.078431375,0.013725491,2.3316467,2.3316467,98,856,73.392365,1,1,Others
0.08562092,0.02810458,4.7743244,4.7743244,117,299,33.800556,1,1,Others
0.08137256,0.06568628,11.158595,11.158595,104,787,90.22776,1,1,Others
0.09509805,0.012745099,2.1651006,2.1651006,102,350,70.16663,1,1,Others
0.10588236,0.013725491,2.3316467,2.3316467,52,691,27.13426,1,1,Others
0.09411765,0.013071897,2.2206159,2.2206159,59,596,27.62556,1,1,Others
0.08888889,0.052287582,8.882464,8.882464,90,0,108.912735,1,1,Others
0.093137264,0.046078432,7.8276715,7.8276715,110,265,39.573624,1,1,Others
0.102941185,0.016666668,2.8312855,2.8312855,82,1137,53.099075,1,1,Others
0.08758172,0.052287582,8.882464,8.882464,103,1079,75.11233,1,1,Others
0.09019609,0.015686275,2.6647391,2.6647391,94,1044,1.5699668,1,1,Others
0.0875817,0.014379087,2.4426775,2.4426775,100,272,72.42972,1,1,Others
0.088235304,0.015686275,2.6647391,2.6647391,91,895,22.756746,1,1,Others
0.098039225,0.03921569,6.661848,6.661848,65,655,61.365887,1,1,Others
0.10000001,0.060784318,10.325865,10.325865,78,561,115.64444,1,1,Others
0.10588236,0.01764706,2.9978316,2.9978316,76,159,27.625378,1,1,Others
0.09542485,0.07320262,12.435451,12.435451,75,0,195.29184,1,1,Others
0.09019608,0.044444446,7.5500946,7.5500946,58,342,185.90263,1,1,Others
0.08784314,0.033725493,5.7291894,5.7291894,97,299,127.05865,1,1,Others
0.08235294,0.041830067,7.105971,7.105971,83,1412,76.97239,1,1,Others
0.08496732,0.013071897,2.2206159,2.2206159,84,761,132.74797,1,1,Others
0.09542484,0.044444446,7.5500946,7.5500946,77,585,100.417,1,1,Others
0.087254904,0.08235295,13.9898815,13.9898815,110,517,159.29732,1,1,Others
0.08627451,0.077124186,13.101634,13.101634,79,637,26.034012,1,1,Others
0.093137264,0.084313735,14.322973,14.322973,76,388,47.40989,1,1,Others
0.11895426,0.045751635,7.772156,7.772156,64,0,28.167099,1,1,Others
0.103267975,0.047058824,7.9942174,7.9942174,67,579,52.578495,1,1,Others
0.08431373,0.03627451,6.1622095,6.1622095,98,1262,30.075933,1,1,Others
0.103081234,0.0767507,13.038187,13.038187,110,136,57.646744,1,1,Others
0.089542486,0.029411765,4.996386,4.996386,75,709,34.135216,1,1,Others
0.08333334,0.015686275,2.6647391,2.6647391,66,440,65.72312,1,1,Others
0.081045754,0.014379087,2.4426775,2.4426775,84,629,69.47882,1,1,Others
0.08862746,0.03529412,5.9956636,5.9956636,85,1014,57.460823,1,1,Others
0.10588237,0.015686275,2.6647391,2.6647391,74,345,11.378373,1,1,Others
0.09411766,0.04313726,7.3280325,7.3280325,93,2077,20.924097,1,1,Others
0.08039216,0.07058824,11.991326,11.991326,73,683,60.08971,1,1,Others
0.093137264,0.014705883,2.4981928,2.4981928,68,565,81.54506,1,1,Others
0.094117664,0.014379087,2.4426775,2.4426775,83,0,28.445932,1,1,Others
0.10196079,0.013725491,2.3316467,2.3316467,131,62,24.76762,1,1,Others
0.08725491,0.035294123,5.9956627,5.9956627,87,613,36.031517,1,1,Others
0.08431373,0.05686275,9.659679,9.659679,89,173,122.87216,1,1,Others
0.0875817,0.08627451,14.656064,14.656064,113,344,9.481977,1,1,Others
0.09215687,0.08039216,13.656788,13.656788,139,1477,7.3667674,1,1,Others
0.081045754,0.050980393,8.660402,8.660402,103,117,7.8499117,1,1,Others
0.092549026,0.03607843,6.1289,6.1289,83,974,119.01277,1,1,Others
0.107450984,0.051764715,8.793639,8.793639,99,289,6.331767,1,1,Others
0.10666667,0.085490204,14.522829,14.522829,109,787,26.289295,1,1,Others
0.10196079,0.05686275,9.659679,9.659679,114,109,12.663534,1,1,Others
0.11764707,0.10196079,17.320805,17.320805,40,0,70.66375,1,2,Others
0.09607844,0.058823533,9.992772,9.992772,73,964,30.149265,1,2,Others
0.08496732,0.014379087,2.4426775,2.4426775,79,958,68.663826,1,2,Others
0.10196079,0.013725491,2.3316467,2.3316467,86,139,87.23419,1,2,Others
0.10392158,0.011764707,1.9985543,1.9985543,82,2261,25.783686,1,2,Others
0.115032695,0.043137256,7.328033,7.328033,83,668,9.389017,1,2,Others
0.12156864,0.1019608,17.320805,17.320805,84,102,73.23433,1,2,Others
0.10392158,0.058823533,9.992772,9.992772,68,619,34.13512,1,2,Others
0.08235294,0.011764707,1.9985543,1.9985543,73,0,58.211906,1,2,Others
0.09019609,0.011764707,1.9985543,1.9985543,65,734,20.860352,1,2,Others
0.08529412,0.011764707,1.9985543,1.9985543,92,774,14.246475,1,2,Others
0.09215687,0.054901965,9.326587,9.326587,63,382,35.913162,1,2,Others
0.08627451,0.041830067,7.105971,7.105971,74,1277,41.72089,1,2,Others
0.10588237,0.015686275,2.6647391,2.6647391,83,666,1.5829418,1,2,Others
0.10431373,0.05411765,9.19335,9.19335,87,802,35.67845,1,2,Others
0.090980396,0.034509804,5.862426,5.862426,87,743,186.01097,1,2,Others
0.098039225,0.011764707,1.9985543,1.9985543,69,0,15.022428,1,2,Others
0.07843138,0.011764707,1.9985543,1.9985543,14,922,5.420829,1,2,Others
0.07450981,0.011764707,1.9985543,1.9985543,81,1202,24.411633,1,2,Others
0.08039216,0.011764707,1.9985543,1.9985543,77,450,17.900557,1,2,Others
0.07058824,0.011764707,1.9985543,1.9985543,100,898,93.99449,1,2,Others
0.077124186,0.013071897,2.220616,2.220616,97,154,9.481977,1,2,Others
0.09411765,0.044444446,7.5500946,7.5500946,83,1039,81.5803,1,2,Others
0.10065361,0.044444446,7.5500946,7.5500946,118,535,12.096957,1,2,Others
0.116339885,0.044444446,7.5500946,7.5500946,74,0,17.900644,1,1,Others
0.090980396,0.052549023,8.926877,8.926877,74,760,97.5093,1,1,Others
0.09901962,0.04117647,6.9949408,6.9949408,89,298,68.27033,1,1,Others
0.098039225,0.016666668,2.8312855,2.8312855,91,898,143.20464,1,1,Others
0.078431375,0.015686275,2.6647391,2.6647391,91,111,18.595724,1,1,Others
0.092549026,0.014117648,2.3982654,2.3982654,58,749,9.120668,1,1,Others
0.09509805,0.013725491,2.3316467,2.3316467,89,458,144.10814,1,1,Others
0.10431373,0.050980397,8.660402,8.660402,81,410,60.298355,1,1,Others
0.12352942,0.10980393,18.653173,18.653173,55,0,26.689434,1,2,Others
0.09019608,0.033725493,5.729189,5.729189,80,952,88.54038,1,2,Others
0.09673203,0.08235294,13.989881,13.989881,52,667,13.274863,1,2,Others
0.08431373,0.04509804,7.661125,7.661125,66,399,41.720703,1,2,Others
0.092810474,0.016993465,2.8868008,2.8868008,82,1515,58.37286,1,2,Others
0.09019609,0.015686275,2.6647391,2.6647391,91,1127,1.8594797,1,2,Others
0.09019609,0.015686275,2.6647391,2.6647391,38,335,13.274769,1,2,Others
0.09281046,0.06013072,10.214833,10.214833,61,381,111.43918,1,2,Others
0.10065361,0.014379087,2.4426775,2.4426775,84,0,5.420829,1,1,Others
0.11137255,0.051764715,8.793638,8.793638,67,221,16.417368,1,1,Others
0.09542485,0.047058824,7.9942174,7.9942174,66,727,89.25957,1,1,Others
0.10392158,0.015686275,2.6647391,2.6647391,65,850,33.15045,1,1,Others
0.10065361,0.015686275,2.6647391,2.6647391,87,548,31.922817,1,1,Others
0.08725491,0.014705883,2.4981928,2.4981928,88,689,32.238914,1,1,Others
0.08235294,0.013725491,2.3316467,2.3316467,75,604,71.35662,1,1,Others
0.07058824,0.011764707,1.9985543,1.9985543,65,0,53.927597,1,2,Others
0.08496732,0.013071897,2.220616,2.220616,90,626,22.756746,1,2,Others
0.1137255,0.015686275,2.6647391,2.6647391,63,137,34.13512,1,2,Others
0.09281046,0.014379087,2.4426775,2.4426775,68,763,5.5786247,1,2,Others
0.08888889,0.06928105,11.769264,11.769264,65,329,170.8802,1,2,Others
0.081045754,0.077124186,13.101634,13.101634,55,766,39.433876,1,2,Others
0.08039216,0.068627454,11.658234,11.658234,66,112,36.711056,1,2,Others
0.09411766,0.013725491,2.3316467,2.3316467,50,572,87.78747,1,2,Others
0.1137255,0.015686275,2.6647391,2.6647391,60,0,94.87295,1,1,Others
0.10392158,0.05686275,9.659679,9.659679,74,318,9.388924,1,1,Others
0.116339885,0.09934642,16.87668,16.87668,59,774,7.4384747,1,1,Others
0.11058824,0.049411766,8.393928,8.393928,72,488,71.6024,1,1,Others
0.11529412,0.069019616,11.724853,11.724853,95,620,22.756746,1,1,Others
0.11633987,0.044444446,7.550093,7.550093,82,154,29.753342,1,1,Others
0.107843146,0.060784318,10.325865,10.325865,82,95,14.246475,1,1,Others
0.11960785,0.05686275,9.659679,9.659679,74,0,33.4723,1,1,Others
0.12392157,0.06823529,11.591616,11.591616,76,309,20.25861,1,1,Others
0.10326799,0.09803922,16.65462,16.65462,83,1060,16.095457,1,1,Others
0.1082353,0.07215687,12.2578,12.2578,92,701,63.225506,1,1,Others
0.09117648,0.043137256,7.328033,7.328033,72,1016,7.511214,1,1,Others
0.10490197,0.036274515,6.1622095,6.1622095,58,405,50.2085,1,1,Others
0.10431373,0.069019616,11.724852,11.724852,84,116,30.342375,1,1,Others
0.10392158,0.013725491,2.3316467,2.3316467,48,0,159.29723,1,2,Others
0.08627452,0.013725491,2.3316467,2.3316467,84,496,23.27077,1,2,Others
0.08366013,0.014379087,2.4426775,2.4426775,81,1039,54.995422,1,2,Others
0.09934642,0.014379087,2.4426775,2.4426775,64,494,26.549538,1,2,Others
0.09411765,0.05620915,9.548649,9.548649,79,3719,245.46368,1,2,Others
0.08784314,0.05803922,9.859535,9.859535,92,1267,58.934185,1,2,Others
0.08235294,0.058823533,9.992772,9.992772,73,336,295.83792,1,2,Others
0.08725491,0.036274515,6.1622095,6.1622095,94,283,129.51492,1,2,Others
0.08235294,0.07647059,12.990603,12.990603,84,0,167.82211,1,2,Others
0.092810474,0.09542484,16.210497,16.210497,95,556,143.20459,1,2,Others
0.09934642,0.050980393,8.660402,8.660402,63,951,12.891889,1,2,Others
0.08529412,0.014705883,2.4981928,2.4981928,74,932,31.612776,1,2,Others
0.08039216,0.013725491,2.3316467,2.3316467,82,931,27.893631,1,2,Others
0.09281046,0.044444446,7.5500946,7.5500946,78,399,18.778034,1,2,Others
0.08496732,0.043137256,7.328033,7.328033,84,555,182.41537,1,2,Others
0.094117664,0.013071897,2.220616,2.220616,65,297,53.099125,1,2,Others
0.09281046,0.043137256,7.328032,7.328032,66,0,3.192226,1,1,Others
0.090849675,0.07189543,12.213387,12.213387,79,506,200.01115,1,1,Others
0.0875817,0.041830067,7.105971,7.105971,108,840,123.265854,1,1,Others
0.09509805,0.015686275,2.6647391,2.6647391,92,336,16.417368,1,1,Others
0.088235304,0.04313726,7.3280325,7.3280325,103,132,123.93512,1,1,Others
0.09960785,0.072941184,12.391037,12.391037,82,1281,58.788353,1,1,Others
0.09019608,0.07450981,12.657512,12.657512,80,384,109.71481,1,1,Others
0.078431375,0.041830067,7.105971,7.105971,90,864,176.65959,1,1,Others
0.08862746,0.014117648,2.3982654,2.3982654,82,278,64.47749,1,1,Others
0.09934642,0.016993465,2.8868008,2.8868008,71,387,72.88548,1,1,Others
0.22679742,0.28333333,4.6666665,3.8333333,81,0,23.742676,1,1,Others
0.22309369,0.2925926,4.5555553,4.2222223,116,319,23.742676,1,1,Others
0.2442068,0.34545457,5.2727275,5.090909,151,42,54.28916,1,1,Others
0.23965141,0.32962966,5.0,4.888889,105,119,12.207031,1,1,Others
0.27941176,0.35000002,5.25,5.25,105,187,31.689556,1,1,Others
0.25378153,0.33333334,5.0,5.0,91,411,18.156687,1,1,Others
0.23627454,0.3125,5.0,4.375,99,18,24.535126,1,1,Others
0.20448183,0.26666665,4.285714,3.7142856,88,112,54.3756,1,1,Others
0.20840336,0.26190478,4.0,3.857143,87,0,2.9184039,1,2,Others
0.19901963,0.25416666,3.875,3.75,107,127,27.563272,1,2,Others
0.15798321,0.20952383,3.4285715,2.857143,78,240,60.328114,1,2,Others
0.16392158,0.22666669,3.4,3.4,53,738,38.521645,1,2,Others
0.15215686,0.22666669,3.4,3.4,58,103,8.824235,1,2,Others
0.16928107,0.2388889,3.6666667,3.5,61,711,29.818218,1,2,Others
0.23480393,0.32083336,5.0,4.625,94,185,2.305617,1,2,Others
0.20539217,0.27916667,4.375,4.0,100,25,28.580673,1,2,Others
0.259944,0.3476191,5.285714,5.142857,99,0,3.9901733,1,2,Others
0.20672272,0.2809524,4.285714,4.142857,87,179,71.01263,1,2,Others
0.22647059,0.3125,4.75,4.625,98,77,12.796336,1,2,Others
0.20217866,0.27037036,4.3333335,3.7777777,112,382,22.824821,1,2,Others
0.16928107,0.2388889,3.6666667,3.5,65,502,38.757324,1,2,Others
0.23305324,0.3,4.714286,4.285714,77,183,4.72766,1,2,Others
0.2392157,0.3291667,5.0,4.875,100,100,84.99497,1,2,Others
0.18186276,0.24583334,3.875,3.5,87,129,53.670246,1,2,Others
0.19803923,0.26666668,4.1666665,3.8333333,107,0,10.306981,1,1,Others
0.20280112,0.3,4.571429,4.428571,105,379,47.884068,1,1,Others
0.1427451,0.20666668,3.4,2.8,64,10,67.55796,1,1,Others
0.19215688,0.25238097,3.857143,3.7142856,98,44,55.799248,1,1,Others
0.24052289,0.32592595,5.0,4.7777777,123,1213,44.564644,1,1,Others
0.19738565,0.28888893,4.5,4.1666665,80,103,21.120396,1,1,Others
0.24411766,0.34166667,5.25,5.0,94,191,71.22136,1,1,Others
0.23235296,0.30833337,4.75,4.5,35,184,26.635489,1,1,Others
0.20457518,0.2611111,4.0,3.8333333,74,0,58.47017,1,1,Others
0.21078432,0.2791667,4.25,4.125,106,119,121.637115,1,1,Others
0.23081233,0.30952385,4.714286,4.571429,79,206,64.94268,1,1,Others
0.2356863,0.31,4.8,4.5,134,49,84.14555,1,1,Others
0.16078432,0.20416668,3.25,2.875,91,50,44.864685,1,1,Others
0.1503268,0.21111113,3.5,2.8333333,64,87,49.610138,1,1,Others
0.14196078,0.20000002,3.0,3.0,43,549,63.458782,1,1,Others
0.23355123,0.3296297,5.0,4.888889,109,84,19.63699,1,1,Others
0.22117648,0.30666667,4.6,4.6,43,192,16.664991,1,1,Others
0.26225492,0.35000005,5.25,5.25,103,138,19.415848,1,1,Others
0.25490198,0.3466667,5.4,5.0,72,0,23.634169,1,1,Others
0.23464052,0.31851855,4.8333335,4.7222223,213,262,5.366884,1,1,Others
0.19346409,0.25925925,4.111111,3.6666667,102,233,24.650702,1,1,Others
0.24593839,0.33809525,5.142857,5.0,97,127,75.62014,1,1,Others
0.20490195,0.28541672,4.5625,4.0,226,267,91.74216,1,1,Others
0.16519609,0.23333335,3.625,3.375,91,211,4.2001824,1,1,Others
0.17254904,0.2375,3.75,3.375,94,140,44.44689,1,1,Others
0.15686275,0.20952381,3.5714285,2.7142856,73,383,51.28926,1,1,Others
0.22058825,0.27777776,4.25,4.0833335,137,0,29.172497,1,2,Others
0.21411768,0.28000003,4.2,4.2,66,193,58.558147,1,2,Others
0.18352942,0.24000001,3.6,3.6,68,499,0.898997,1,2,Others
0.21176471,0.27222225,4.3333335,3.8333333,99,402,3.017137,1,2,Others
0.24836604,0.33333334,5.1666665,4.8333335,59,503,14.209282,1,2,Others
0.18319331,0.22380953,3.7142856,3.0,73,9,15.122263,1,2,Others
0.18480395,0.24583335,4.125,3.25,101,67,38.79547,1,2,Others
0.24201682,0.31428573,4.857143,4.571429,99,0,60.464893,1,1,Others
0.18599442,0.24285713,3.857143,3.4285715,92,226,27.344648,1,1,Others
0.19887957,0.2809524,4.285714,4.142857,73,102,13.679777,1,1,Others
0.25450984,0.3333334,5.1,4.9,119,250,58.33383,1,1,Others
0.19362748,0.2541667,3.875,3.75,106,570,36.701706,1,1,Others
0.21568629,0.28571433,4.285714,4.285714,124,26,9.993807,1,1,Others
0.20504202,0.2952381,4.428571,4.428571,99,67,34.231388,1,1,Others
0.20784315,0.27916667,4.5,3.875,108,111,44.29245,1,1,Others
0.18235296,0.26666668,4.0,4.0,15,0,8.83232,1,2,Others
0.19327733,0.26666668,4.0,4.0,102,201,3.914521,1,2,Others
0.15686277,0.21904765,3.5714285,3.0,73,184,75.778404,1,2,Others
0.17983195,0.25714287,4.142857,3.5714285,80,932,39.58674,1,2,Others
0.17320263,0.22222225,3.6666667,3.0,66,179,4.0924854,1,2,Others
0.20392157,0.27142856,4.428571,3.7142856,83,541,11.2766905,1,2,Others
0.20637257,0.28750002,4.5,4.125,99,285,37.253807,1,2,Others
0.16993465,0.23888887,3.8333333,3.3333333,91,34,47.587246,1,2,Others
0.25266105,0.33333334,5.285714,4.714286,76,0,29.671171,1,1,Others
0.24139434,0.3222222,5.0,4.6666665,126,52,76.04399,1,1,Others
0.21176471,0.29047617,4.428571,4.285714,75,49,20.789814,1,1,Others
0.22857144,0.2952381,4.571429,4.285714,95,406,12.977665,1,1,Others
0.18366013,0.2388889,3.6666667,3.5,63,36,22.432983,1,1,Others
0.15529412,0.21333334,3.6,2.8,65,512,28.971182,1,1,Others
0.16526613,0.24285714,3.7142856,3.5714285,81,112,27.333578,1,1,Others
0.12941177,0.18,3.0,2.4,59,0,10.072012,1,2,Others
0.17205885,0.23333335,3.75,3.25,98,88,8.478801,1,2,Others
0.18779959,0.24814814,3.8888888,3.5555556,97,326,44.68408,1,2,Others
0.18676473,0.24583332,3.75,3.625,99,86,15.84936,1,2,Others
0.25010893,0.32962966,5.0,4.888889,108,811,2.3527226,1,2,Others
0.2501961,0.33333337,5.0,5.0,128,122,19.799746,1,2,Others
0.21008405,0.2761905,4.428571,3.857143,77,13,13.50116,1,2,Others
0.15424837,0.23333335,3.6666667,3.3333333,19,180,134.26239,1,2,Others
0.27320263,0.3666667,5.5,5.5,89,0,63.77917,1,2,Others
0.21862747,0.3,4.75,4.25,97,179,15.4470625,1,2,Others
0.13725491,0.22666669,3.4,3.4,72,120,6.5717506,1,2,Others
0.16358544,0.22380956,3.7142856,3.0,72,86,30.523937,1,2,Others
0.22794122,0.30416667,4.75,4.375,96,739,2.5157766,1,2,Others
0.22701529,0.3,4.6666665,4.3333335,107,61,22.666805,1,2,Others
0.19172114,0.25555554,4.111111,3.5555556,112,547,28.40229,1,2,Others
0.23311546,0.31851852,5.0,4.5555553,113,95,105.68674,1,2,Others
0.23464055,0.3166667,4.8333335,4.6666665,100,0,41.95013,1,1,Others
0.20588237,0.275,4.375,3.875,115,913,75.31866,1,1,Others
0.20958608,0.27407408,4.3333335,3.8888888,118,233,30.47911,1,1,Others
0.16830067,0.22222225,3.5,3.1666667,155,295,4.6958175,1,1,Others
0.17535016,0.24761905,3.857143,3.5714285,89,1139,27.734737,1,1,Others
0.16470589,0.22222225,3.6666667,3.0,109,32,60.553234,1,1,Others
0.17843138,0.26666668,4.1666665,3.8333333,67,742,86.40403,1,1,Others
0.20952381,0.28333333,4.428571,4.071429,180,29,2.9666867,1,1,Others
0.12843138,0.2166667,3.25,3.25,39,1212,79.29131,1,1,Others
0.19887957,0.2761905,4.285714,4.0,88,173,22.675442,1,1,Others
0.17973857,0.20000003,3.0,3.0,80,0,18.811907,1,1,Others
0.23809525,0.30952382,4.714286,4.571429,88,739,38.169483,1,1,Others
0.24488017,0.3148148,4.7777777,4.6666665,117,358,6.136854,1,1,Others
0.19313726,0.25,3.75,3.75,38,191,46.089172,1,1,Others
0.24411766,0.3125,4.875,4.5,108,732,59.856754,1,1,Others
0.13053222,0.1904762,3.0,2.7142856,75,93,29.562246,1,1,Others
0.19215687,0.2666667,4.125,3.875,104,20,1.5092096,1,1,Others
0.18543419,0.25714284,4.142857,3.5714285,88,529,8.580525,1,1,Others
0.19439778,0.2809524,4.428571,4.0,83,126,103.64017,1,1,Others
0.22408964,0.31428573,5.0,4.428571,79,21,103.97919,1,1,Others
0.24481794,0.31904763,4.857143,4.714286,93,0,92.92732,1,1,Others
0.21512607,0.2952381,4.571429,4.285714,91,102,239.80156,1,1,Others
0.17124186,0.22777778,3.5,3.3333333,71,329,65.66612,1,1,Others
0.19477126,0.25185186,3.7777777,3.7777777,112,2075,25.096691,1,1,Others
0.1882353,0.25,3.8333333,3.6666667,88,214,27.499058,1,1,Others
0.23333336,0.2916667,4.5,4.25,99,93,15.109164,1,1,Others
0.22009805,0.29583338,4.5,4.375,101,249,51.987423,1,1,Others
0.20326799,0.2888889,4.3333335,4.3333335,66,25,6.47623,1,1,Others
0.22588237,0.32,4.8,4.8,52,183,39.51582,1,1,Others
0.19831935,0.25714287,3.857143,3.857143,91,0,34.606678,1,1,Others
0.18039216,0.25,3.8333333,3.6666667,63,185,53.92849,1,1,Others
0.17009805,0.24166666,3.875,3.375,90,224,80.74742,1,1,Others
0.20904979,0.27948716,4.4615383,3.9230769,161,230,19.417109,1,1,Others
0.2300654,0.30370373,4.5555553,4.5555553,108,302,8.978526,1,1,Others
0.22352944,0.3,4.7777777,4.2222223,114,35,110.76103,1,1,Others
0.21225491,0.2916667,4.5,4.25,92,26,49.520638,1,1,Others
0.17647061,0.24166667,3.75,3.5,32,191,102.13216,1,1,Others
0.19281048,0.25,3.8333333,3.6666667,64,122,24.861393,1,1,Others
0.21699347,0.30555558,4.6666665,4.5,85,0,28.03444,1,1,Others
0.2014706,0.2791667,4.25,4.125,100,260,43.72419,1,1,Others
0.19500893,0.24545455,3.8181818,3.5454545,139,545,95.29492,1,1,Others
0.19558826,0.2791667,4.25,4.125,98,118,14.1060705,1,1,Others
0.17156863,0.25833336,4.0,3.75,32,193,78.32264,1,1,Others
0.25960785,0.34666672,5.2,5.2,137,282,13.887939,1,1,Others
0.15529414,0.22,3.6,3.0,54,1032,1.0806224,1,1,Others
0.20224091,0.26666668,4.285714,3.7142856,85,355,0.6142641,1,1,Others
0.15980394,0.20833336,3.375,2.875,91,254,2.8497605,1,1,Others
0.1888889,0.27222222,4.1666665,4.0,61,197,67.08579,1,1,Others
0.24509805,0.325,5.0,4.75,88,96,30.840857,1,1,Others
0.20980394,0.2777778,4.5,3.8333333,75,0,2.2951763,1,2,Others
0.2169935,0.2888889,4.4444447,4.2222223,114,989,18.010971,1,2,Others
0.20560227,0.28571433,4.285714,4.285714,69,299,6.136854,1,2,Others
0.20833336,0.27083334,4.375,3.75,97,1105,14.138058,1,2,Others
0.19551823,0.2857143,4.285714,4.285714,66,233,14.544335,1,2,Others
0.16470589,0.23333333,3.6666667,3.3333333,75,711,12.874963,1,2,Others
0.1640523,0.22222222,3.5,3.1666667,59,358,19.950867,1,2,Others
0.24705884,0.33809525,5.142857,5.0,76,191,85.96365,1,2,Others
0.25154063,0.33809525,5.142857,5.0,100,0,12.167007,1,1,Others
0.17960787,0.24000001,3.9,3.3,132,60,29.48225,1,1,Others
0.16470589,0.2388889,3.6666667,3.5,76,233,22.116192,1,1,Others
0.19943978,0.2809524,4.285714,4.142857,84,1067,28.546976,1,1,Others
0.22614379,0.3,4.5,4.5,70,247,20.893444,1,1,Others
0.1882353,0.25555557,3.8333333,3.8333333,62,106,11.97185,1,1,Others
0.21830069,0.29444447,4.5,4.3333335,87,363,11.971097,1,1,Others
0.20392157,0.26666668,4.3333335,3.6666667,75,27,19.489635,1,1,Others
0.25686276,0.35555556,5.3333335,5.3333335,88,0,135.56021,1,1,Others
0.2254902,0.3166667,4.75,4.75,111,198,26.034752,1,1,Others
0.1929412,0.29333335,4.4,4.4,55,186,20.695057,1,1,Others
0.16535948,0.22222221,3.5,3.1666667,65,754,24.546133,1,1,Others
0.24754904,0.33333334,5.125,4.875,103,1081,32.462425,1,1,Others
0.20280112,0.25238094,3.857143,3.7142856,91,27,85.06188,1,1,Others
0.18487397,0.25714287,4.0,3.7142856,86,1250,28.801342,1,1,Others
0.19047621,0.26666668,4.142857,3.857143,64,195,24.143509,1,1,Others
0.14509805,0.1888889,2.8333333,2.8333333,72,354,18.660603,1,1,Others
0.19439778,0.25714287,3.857143,3.857143,74,887,56.722763,1,1,Others
0.12705883,0.17333335,3.0,2.2,42,517,40.23067,1,1,Others
0.15082957,0.20256414,3.2307692,2.8461537,140,294,28.303762,1,1,Others
0.23333335,0.30555555,4.6666665,4.5,70,0,108.242516,1,2,Others
0.16862746,0.20555557,3.1666667,3.0,67,344,11.48627,1,2,Others
0.17450981,0.21111113,3.3333333,3.0,81,86,6.2817864,1,2,Others
0.18935575,0.24761906,3.7857144,3.642857,186,357,6.8704357,1,2,Others
0.20490198,0.28750002,4.375,4.25,82,384,59.75469,1,2,Others
0.2184874,0.2952381,4.571429,4.285714,82,86,22.723957,1,2,Others
0.2014706,0.2791667,4.25,4.125,88,113,11.871338,1,2,Others
0.25490198,0.32222223,4.8333335,4.8333335,88,0,41.602104,1,2,Others
0.19656864,0.27083334,4.375,3.75,105,186,7.942124,1,2,Others
0.2147059,0.28750002,4.375,4.25,83,202,29.776436,1,2,Others
0.17303924,0.22500001,3.875,2.875,81,387,59.468666,1,2,Others
0.19313727,0.2625,4.25,3.625,90,228,15.492159,1,2,Others
